python-rpds-py 2026.6.3-1
python-setproctitle 1.3.7-2
python-six 1.17.0-3
python-spinners 0.0.24-7
python-termcolor 3.3.0-1
python-typing_extensions 4.16.0-1
python-urllib3 2.7.0-1
python-wcwidth 0.8.3-1
python-xlib 0.33-7
python-yaml 6.0.3-2
qca-qt6 2.3.12-1
qcoro 0.13.0-2
qemu-audio-alsa 11.1.1-2
qemu-audio-dbus 11.1.1-2
qemu-audio-jack 11.1.1-2
qemu-audio-oss 11.1.1-2
qemu-audio-pa 11.1.1-2
qemu-audio-pipewire 11.1.1-2
qemu-audio-sdl 11.1.1-2
qemu-audio-spice 11.1.1-2
qemu-base 11.1.1-2
qemu-block-curl 11.1.1-2
qemu-block-dmg 11.1.1-2
qemu-block-iscsi 11.1.1-2
qemu-block-nfs 11.1.1-2
qemu-block-ssh 11.1.1-2
qemu-chardev-baum 11.1.1-2
qemu-chardev-spice 11.1.1-2
qemu-common 11.1.1-2
qemu-desktop 11.1.1-2
qemu-docs 11.1.1-2
qemu-emulators-full 11.1.1-2
qemu-full 11.1.1-2
qemu-hw-display-qxl 11.1.1-2
qemu-hw-display-virtio-gpu 11.1.1-2
qemu-hw-display-virtio-gpu-gl 11.1.1-2
qemu-hw-display-virtio-gpu-pci 11.1.1-2
qemu-hw-display-virtio-gpu-pci-gl 11.1.1-2
qemu-hw-display-virtio-gpu-pci-rutabaga 11.1.1-2
qemu-hw-display-virtio-gpu-rutabaga 11.1.1-2
qemu-hw-display-virtio-vga 11.1.1-2
qemu-hw-display-virtio-vga-gl 11.1.1-2
qemu-hw-display-virtio-vga-rutabaga 11.1.1-2
qemu-hw-s390x-virtio-gpu-ccw 11.1.1-2
qemu-hw-uefi-vars 11.1.1-2
qemu-hw-usb-host 11.1.1-2
qemu-hw-usb-redirect 11.1.1-2
qemu-hw-usb-smartcard 11.1.1-2
qemu-img 11.1.1-2
qemu-pr-helper 11.1.1-2
qemu-system-aarch64 11.1.1-2
qemu-system-alpha 11.1.1-2
qemu-system-alpha-firmware 11.1.1-2
qemu-system-arm 11.1.1-2
qemu-system-arm-firmware 11.1.1-2
qemu-system-avr 11.1.1-2
qemu-system-hexagon 11.1.1-2
qemu-system-hppa 11.1.1-2
qemu-system-hppa-firmware 11.1.1-2
qemu-system-loongarch64 11.1.1-2
qemu-system-m68k 11.1.1-2
qemu-system-microblaze 11.1.1-2
qemu-system-microblaze-firmware 11.1.1-2
qemu-system-mips 11.1.1-2
qemu-system-or1k 11.1.1-2
qemu-system-ppc 11.1.1-2
qemu-system-ppc-firmware 11.1.1-2
qemu-system-riscv 11.1.1-2
qemu-system-riscv-firmware 11.1.1-2
qemu-system-rx 11.1.1-2
qemu-system-s390x 11.1.1-2
qemu-system-s390x-firmware 11.1.1-2
qemu-system-sh4 11.1.1-2
qemu-system-sparc 11.1.1-2
qemu-system-sparc-firmware 11.1.1-2
qemu-system-tricore 11.1.1-2
qemu-system-x86 11.1.1-2
qemu-system-x86-firmware 11.1.1-2
qemu-system-xtensa 11.1.1-2
qemu-tests 11.1.1-2
qemu-tools 11.1.1-2
qemu-ui-curses 11.1.1-2
qemu-ui-dbus 11.1.1-2
qemu-ui-egl-headless 11.1.1-2
qemu-ui-gtk 11.1.1-2
qemu-ui-opengl 11.1.1-2
qemu-ui-sdl 11.1.1-2
qemu-ui-spice-app 11.1.1-2
qemu-ui-spice-core 11.1.1-2
qemu-user 11.1.1-2
qemu-vhost-user-gpu 11.1.1-2
qemu-vmsr-helper 11.1.1-2
qmk 1.2.0-3
qpdf 12.4.1-1
qqc2-breeze-style 6.7.5-1
qqc2-desktop-style 6.30.0-1
qrencode 4.1.1-4
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-svg 5.15.19+kde+r5-1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt6-5compat 6.11.2-1
qt6-base 6.11.2-3
qt6-declarative 6.11.2-2
qt6-location 6.11.2-1
qt6-multimedia 6.11.2-1
qt6-multimedia-ffmpeg 6.11.2-1
qt6-networkauth 6.11.2-1
qt6-positioning 6.11.2-1
qt6-shadertools 6.11.2-1
qt6-speech 6.11.2-1
qt6-svg 6.11.2-1
qt6-tools 6.11.2-1
qt6-translations 6.11.2-1
qt6-virtualkeyboard 6.11.2-1
qt6-wayland 6.11.2-1
qt6-webchannel 6.11.2-1
qt6-webengine 6.11.2-1
qt6-websockets 6.11.2-1
qt6-webview 6.11.2-1
rav1e 0.8.1-3
rdma-core 65.0-1
re2 2:2025.11.05-6
readline 8.3.6-1
rhash 1.4.6-1
ripgrep 15.2.0-1
ripgrep-all 0.10.10-3
rocm-core 7.2.4-1
rocm-device-libs 2:7.2.4-2
rocm-llvm 2:7.2.4-2
rocm-opencl-runtime 7.2.4-1
rocprofiler-register 7.2.4-1
rpm-sequoia 1.10.2-2
rpm-tools 6.0.1-2
rsync 3.5.0-1
rtkit 0.14-1
rubberband 4.0.0-2
ruby 3.4.10-1
ruby-erb 4.0.4.1-1
ruby-manpages 0.6.1-8
ruby-optimist 3.2.1-1
ruby-paint 2.3.0-6
ruby-rdoc 6.14.0-1
rubygems 3.6.9-1
run-parts 5.24-1
runc 1.5.1-1
rustdesk-bin 1.4.9-1
rutabaga-ffi 0.1.85-1
sbc 2.2-1
sdbus-cpp 2.3.1-1
sddm 0.21.0-7
sdl2-compat 2.32.72-1
sdl2_image 2.8.12-2
sdl3 3.4.16-1
seabios 1.17.0-2
seatd 0.9.3-1
sed 4.10-2
serd 0.32.10-1
shaderc 2026.3-1
shadow 4.20.0.arch1-1
shared-mime-info 2.5.1-2
shutter-encoder-bin 20.3-1
signon-kwallet-extension 26.08.1-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4
signond 8.61-4
slang 2.3.3-4
sleuthkit 4.15.0-1
slurp 1.5.0-2
smartmontools 7.5-1
smbclient 2:4.24.7-1
snappy 1.2.2-3
sndio 1.10.0-1
sof-firmware 2025.12.2-1
solid 6.30.0-1
sonnet 6.30.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1
source-highlight 3.1.9-19
spandsp 0.0.6-7
spdlog 1.17.0-2
speech-dispatcher 0.12.1-3
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-4
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.357.0-1
sqlite 3.53.4-1
sratom 0.6.22-1
srt 1.5.7-1
steam 1.0.0.87-3
steam-devices 1.0.0.87-3
stoken 0.92-6
sudo 1.9.17.p2-6
suil 0.10.26-1
supermin 5.3.5-2
svt-av1 4.2.0-1
swappy 1.8.0-1
swaync 0.12.6-1
swayosd 0.3.2-1
swtpm 0.10.2-1
syndication 6.30.0-1
syntax-highlighting 6.30.0-1
system-config-printer 1.5.18-7
systemd 261.3-1
systemd-libs 261.3-1
systemd-sysvcompat 261.3-1
taglib 2.3.2-1
talloc 2.5.0-2
tar 1.35-5
tdb 1.4.15-2
tevent 1:0.17.2-2
texinfo 7.3-1
timeshift 25.12.4-1
tinysparql 3.11.1-1
tinyxml2 11.0.0-2
tmux 3.7_c-1
tomlplusplus 3.4.0-2
tpm2-tss 4.2.0-2
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
trivy 0.73.0-1
tslib 1.24-1
ttf-carlito 20230509-2
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-hack 3.003-7
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.5.1-1
ttf-nerd-fonts-symbols-common 3.5.1-1
twolame 0.4.0-4
tzdata 2026d-1
uchardet 0.0.8-4
udisks2 2.11.2-1
ufw 0.36.2-7
unibilium 2.1.4-1
unzip 6.0-23
upower 1.91.4-1
usbredir 0.15.0-1
usbutils 019-1
util-linux 2.42.3-1
util-linux-libs 2.42.3-1
uwsm 0.27.0-1
v4l-utils 1.32.0-2
v4l2loopback-dc-dkms 1:2.1.5-1.1
v4l2loopback-dkms 0.15.4-2
vamp-plugin-sdk 1:2.10-1
vapoursynth 79-1
vde2 2.3.3-9
verdict 1.4.5-2
vid.stab 1.1.2-1
vim 9.2.1046-1
vim-runtime 9.2.1046-1
virglrenderer 1.3.0-2
virt-install 5.1.0-4
virt-manager 5.1.0-4
virt-viewer 11.0-4
virtiofsd 1.14.0-1
vlc 3.0.23_2-14
vlc-cli 3.0.23_2-14
vlc-gui-qt 3.0.23_2-14
vlc-plugin-a52dec 3.0.23_2-14
vlc-plugin-alsa 3.0.23_2-14
vlc-plugin-archive 3.0.23_2-14
vlc-plugin-dav1d 3.0.23_2-14
vlc-plugin-dbus 3.0.23_2-14
vlc-plugin-dbus-screensaver 3.0.23_2-14
vlc-plugin-faad2 3.0.23_2-14
vlc-plugin-flac 3.0.23_2-14
vlc-plugin-gnutls 3.0.23_2-14
vlc-plugin-inflate 3.0.23_2-14
vlc-plugin-journal 3.0.23_2-14
vlc-plugin-jpeg 3.0.23_2-14
vlc-plugin-lua 3.0.23_2-14
vlc-plugin-matroska 3.0.23_2-14
vlc-plugin-mpg123 3.0.23_2-14
vlc-plugin-ogg 3.0.23_2-14
vlc-plugin-opus 3.0.23_2-14
vlc-plugin-png 3.0.23_2-14
vlc-plugin-pulse 3.0.23_2-14
vlc-plugin-shout 3.0.23_2-14
vlc-plugin-speex 3.0.23_2-14
vlc-plugin-tag 3.0.23_2-14
vlc-plugin-theora 3.0.23_2-14
vlc-plugin-twolame 3.0.23_2-14
vlc-plugin-vorbis 3.0.23_2-14
vlc-plugin-vpx 3.0.23_2-14
vlc-plugin-xml 3.0.23_2-14
vlc-plugins-base 3.0.23_2-14
vlc-plugins-video-output 3.0.23_2-14
vmaf 3.2.0-1
volume_key 0.3.12-12
vpnc 1:0.5.3.r557.r241-1
vte-common 0.84.1-1
vte3 0.84.1-1
vulkan-icd-loader 1.4.357.0-1
vulkan-intel 1:26.2.2-1
vulkan-mesa-implicit-layers 1:26.2.2-1
vulkan-nouveau 1:26.2.2-1
vulkan-radeon 1:26.2.2-1
wavpack 5.9.0-1
wayland 1.26.0-1
wayland-protocols 1.49-1
webkit2gtk-4.1 2.52.6-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-6
which 2.25-1
wireplumber 0.5.17-1
wl-clipboard 1:2.3.0-1
wl-mirror 0.18.5-1
woff2 1.0.2-6
wofi 1.5.3-1
wolfssl 5.9.2-1
wpa_supplicant 2:2.12-1
wxwidgets-common 3.2.11-2
wxwidgets-gtk3 3.2.11-2
x264 3:0.165.r3222.b35605a-2
x265 4.3-1
xapp 3.2.3-1
xapp-symbolic-icons 1.1.0-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.8-1
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.4.1-2
xdg-desktop-portal-kde 6.7.5-1
xdg-desktop-portal-wlr 0.8.4-1
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xdotool 4.20260303.1-1
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-3
xf86-video-nouveau 1.0.18-1
xkeyboard-config 2.48-1
xmlsec 1.3.12-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1
xorg-server-common 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.3-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.4-1
yara 4.5.8-1
yay 13.0.1-1
yay-debug 12.5.7-1
yazi 26.9.1-2
yt-dlp 2026.08.19-1
yt-dlp-ejs 0.8.0-1
yyjson 0.13.0-1
zen-browser-bin 1.22.2b-1
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.10.0-1
zram-generator 1.2.1-1
zsh 5.9.2-1
zstd 1.5.7-3
zxing-cpp 3.1.1-1
